id,question,cot,answer,unit,prefix
NL386,A capacitor has a time-dependent voltage U(t) = 120sin(2000t) and a capacitance C = 10 µF. Calculate the maximum electric field energy.,"Step 1: Identify the given parameters: capacitance C = 10 µF and the time-dependent voltage equation U(t) = 120sin(2000t).
Step 2: Convert the capacitance to standard SI units: C = 10 × 10⁻⁶ F.
Step 3: Extract the maximum voltage (amplitude) U_max from the voltage equation U(t) = U_max × sin(ωt + φ). Here, U_max = 120 V.
Step 4: State the formula for the maximum energy stored in the electric field of a capacitor: W_max = (1/2) × C × U_max².
Step 5: Substitute the values into the formula: W_max = (1/2) × (10 × 10⁻⁶) × 120².
Step 6: Calculate the square of the maximum voltage: 120² = 14400.
Step 7: Perform the multiplication: W_max = 5 × 10⁻⁶ × 14400.
Step 8: The final calculation yields the maximum electric field energy: W_max = 72000 × 10⁻⁶ = 0.072 J.",0.072,J,NL
LD027,"Two charges, q1 = 8×10^-8 C and q2 = -8×10^-8 C, are placed at points A and B in the air (AB = 6 cm). Determine the force acting on a third charge q3 = 8×10^-8 C, if CA = 4 cm and CB = 10 cm.","Step 1: Establish the relative positions of points A, B, and C based on the given distances.
Step 2: Calculate the magnitude and direction of the force F13 exerted by q1 on q3.
Step 3: Calculate the magnitude and direction of the force F23 exerted by q2 on q3.
Step 4: Determine the net force on q3 by vectorially adding F13 and F23.",30.24 × 10^-3,N,LD
TD037,An air-filled parallel-plate capacitor has a capacitance of 17.99 pF and is charged to a potential difference of 130.1 V. Calculate the electric field energy stored in the capacitor.,"Step 1: Identify the given capacitance (C) and potential difference (V).
Step 2: Convert the capacitance from picofarads (pF) to farads (F).
Step 3: Use the formula for the electric field energy (U) stored in a capacitor: U = 0.5 × C × V^2.
Step 4: The electric field energy stored in the capacitor is approximately 152.34 nJ.",152.34,nJ,TD
TD054,A flat capacitor has a capacitance of 60.70 pF and is charged to a voltage of 129.2 V. Calculate the charge stored by the capacitor.,"Step 1: Identify the given values: C = 60.70 pF, V = 129.2 V.
Step 2: Convert the capacitance to SI units: C = 60.70 × 10^-12 F.
Step 3: Recall the formula for the charge (Q) stored in a capacitor: Q = C × V.
Step 4: The charge stored by the capacitor is approximately 7.84 nC.",7.84,nC,TD
LD044,"Two point charges q1 = +2 μC and q2 = -2 μC are placed at two points A and B, separated by 6 cm. A test charge q0 = +1 μC is placed at point M, located on the extension of line AB, 4 cm from A and 10 cm from B. Calculate the magnitude of the net force acting on q0?","Step 1: Identify the given charges and distances. q1 = +2 μC = +2 × 10⁻⁶ C, q2 = -2 μC = -2 × 10⁻⁶ C, q0 = +1 μC = +1 × 10⁻⁶ C. The distance between A and B is 6 cm. Point M is 4 cm from A and 10 cm from B, located on the extension of line AB. This implies the order of points is MAB.
Step 2: Determine the distances from the test charge q0 to q1 and q2. The distance from q0 (at M) to q1 (at A) is r₁₀ = AM = 4 cm = 0.04 m. The distance from q0 (at M) to q2 (at B) is r₂₀ = BM = 10 cm = 0.10 m.
Step 3: Calculate the magnitude of the electrostatic force F₁₀ exerted by q1 on q0 using Coulomb's Law (F = k|q₁q₂|/r²), where k = 9 × 10⁹ N×m²/C². F₁₀ = (9 × 10⁹ N×m²/C²) × |(+2 × 10⁻⁶ C) × (+1 × 10⁻⁶ C)| / (0.04 m)² = (9 × 10⁹ × 2 × 10⁻¹² N×m²) / (0.0016 m²) = 0.018 N×m² / 0.0016 m² = 11.25 N.
Step 4: Determine the direction of F₁₀. Since q1 (+2 μC) and q0 (+1 μC) are both positive charges, they repel each other. Therefore, F₁₀ acts on q0 in the direction away from q1 (i.e., from A towards M, or to the left along the line M-A-B).",9.45,N,LD
CH238,"A circuit AB consists of segment AM (R1 = 60 Ω in series with C) and segment MB (R2 = 30 Ω in series with L). The condition LCω² = 1 is given. An RMS voltage U = 120 V is applied across AB. Given that uAM and uMB are 90 degrees out of phase, what is the RMS voltage across segment MB?","Step 1: Analyze resonance and phase conditions
From LCω² = 1 we obtain Z_L = Z_C. Since u_AM is perpendicular to u_MB (90° phase difference), we have the linking relationship Z_L × Z_C = R₁ × R₂ and therefore Z_L² = Z_C² = 60 × 30 = 1800.
Step 2: Determine the total circuit current
Because Z_L = Z_C the circuit experiences full resonance. The total impedance of AB is Z_AB = R₁ + R₂ = 60 + 30 = 90 Ω. The RMS current in the circuit is I = U / (R₁ + R₂) = 120 / 90 = 4/3 ≈ 1.33 A.
Step 3: Calculate the impedance of segment MB
Segment MB consists of R₂ and L in series, so its impedance Z_MB is calculated as Z_MB = √(R₂² + Z_L²) = √(30² + 1800) = √(900 + 1800) = √2700 = 30√3 ≈ 51.96 Ω.
Step 4: Calculate the RMS voltage U_MB
Substitute the values into the formula U_MB = I × Z_MB: U_MB = (4/3) × 30√3 = 40√3 ≈ 69.28 V.",69.28,V,CH
THCB094,Three mass measurements were taken: 100.2 g; 100.0 g; 100.4 g. Calculate the average mass and the average absolute error.,"Step 1: Identify measurements: 100.2 g, 100.0 g, 100.4 g.
Step 2: Calculate average mass: (100.2 + 100.0 + 100.4) / 3 = 100.2 g.
Step 3: Calculate individual deviations: |100.2 - 100.2| = 0; |100.0 - 100.2| = 0.2; |100.4 - 100.2| = 0.2.
Step 4: Calculate average absolute error: (0 + 0.2 + 0.2) / 3 ≈ 0.133 g.",100.2; 0.133,g; g,THCB
NL096,"An LC circuit is oscillating. When the magnetic energy is 0.75 of the total energy, what percentage (%) of the maximum current is the instantaneous current?","Step 1: The instantaneous magnetic field energy E_L in an LC circuit is mathematically defined by the equation E_L = 1/2 × L × i^2, and the constant total energy E is defined by the equation E = 1/2 × L × I_0^2, where L represents inductance, i represents instantaneous current, and I_0 represents maximum current.
Step 2: The established condition explicitly defines the magnetic field energy as 0.75 of the total energy, yielding the mathematical relationship E_L = 0.75 × W.
Step 3: Substituting the mathematical definitions into this relationship yields the algebraic equation 1/2 × L × i^2 = 0.75 × (1/2 × L × I_0^2), which algebraically simplifies to the squared current ratio (i / I_0)^2 = 0.75.
Step 4: Solving this equation for the current ratio yields i / I_0 = sqrt(0.75), which mathematically evaluates to sqrt(3) / 2. The percentage is defined by the mathematical product (sqrt(3) / 2) × 100. The final determined percentage of the maximum current is 50×sqrt(3)%, approximately equal to 86.6%.",86.6,%,NL
CH220,"Circuit AB consists of segment AM, which has resistor R1 = 10 Ω in series with capacitor C, and segment MB, which has resistor R2 = 90 Ω in series with inductor L. Given that LCω² = 1 and uAM is 90° out of phase with uMB. An RMS voltage U = 100 V is applied across AB. What is the total power consumed by circuit AB?","Step 1: Identify the components and their impedances for segments AM and MB.
Step 2: From the condition LCω² = 1, deduce that the inductive reactance (X_L = ωL) is equal to the capacitive reactance (X_C = 1/(ωC)), so X_L = X_C.
Step 3: Use the condition that uAM is 90° out of phase with uMB, which implies that the product of the tangents of their phase angles is -1: (-X_C/R1) × (X_L/R2) = -1. This simplifies to X_C × X_L = R1 × R2.
Step 4: Substitute X_L = X_C into the equation from Step 3: X_L² = R1 × R2. P = I² (R₁ + R₂) = U² / (R₁ + R₂). Substitute the values: P = 100² / (10 + 90) = 100 W",100.0,W,CH
DT042,"A point charge q is placed in a homogeneous, infinite medium with a dielectric constant of 2.5. At point M, 0.4m away from q, the electric field vector has a magnitude of 9 x 10^5 V / m and points towards the charge q. Which of the following statements is correct regarding the sign and magnitude of charge q?","Step 1: The electric field vector at point M points towards the charge q, indicating that q is a negative charge.
Step 2: The formula for the electric field magnitude E produced by a point charge q in a dielectric medium is E = (1 / (4πε_0ε_r)) × (|q| / r^2), where ε_0 is the permittivity of free space and ε_r is the dielectric constant.
Step 3: This formula can be written as E = (k_e / ε_r) × (|q| / r^2), where k_e is Coulomb's constant (approximately 9 x 10^9 N m^2/C^2).
Step 4: Rearrange the formula to solve for the magnitude of the charge |q|: |q| = E × r^2 × (ε_r / k_e).
Step 5: The charge q is -4 x 10^-5 C.",-0.4 . 10^{-6},C,DT
TD184,A parallel-plate capacitor with a capacitance of 34.75 pF is charged to a voltage of 139.7 V. Calculate the charge stored by the capacitor. Give your answer rounded to two decimal places.,"Step 1: Identify and convert the given values. The capacitance C = 34.75 × 10⁻¹² F and the voltage V = 139.7 V.
Step 2: State the formula for the charge stored by the capacitor, Q = C × V.
Step 3: Substitute the values into the formula to find the total charge.
Q = (34.75 × 10⁻¹² F) × (139.7 V) ≈ 4.85 nC",4.86,nC,TD
CH104,"Given R=25Ω. At a frequency f=120Hz, the circuit is in resonance, and the current I=5A. When the frequency is doubled, the current becomes I=2.5A. What is ZL (the inductive reactance at the initial frequency of 120Hz)?","Step 1: Determine the source voltage (U) from the resonance condition. At the resonant frequency (f = 120 Hz), the circuit's total impedance is equal to the resistance R since the reactances cancel each other out (Z_L = Z_C). U = I × R = 5 × 25 = 125 V
Step 2: Calculate the total impedance (Z') and net reactance at the new frequency (f' = 240 Hz). Given the new current I' = 2.5 A at 240 Hz, the new total impedance Z' is: Z' = U / I' = 125 V / 2.5 A = 50 Ω. Using the impedance formula (Z')² = R² + (Z_L' - Z_C')², we find the net reactance: (Z_L' - Z_C')² = (Z')² - R² = 50² - 25² = 2500 - 625 = 1875. Therefore, |Z_L' - Z_C'| = √1875 = 25√3 Ω
Step 3: Relate the new reactances to the initial inductive reactance (Z_L). At resonance (120 Hz), Z_L = Z_C. Since the frequency is doubled (f' = 2f): The new inductive reactance is Z_L' = 2×Z_L and The new capacitive reactance is Z_C' = Z_C / 2 = Z_L / 2. The net reactance becomes: |Z_L' - Z_C'| = |2×Z_L - Z_L / 2| = (3×Z_L) / 2
Step 4: Solve for the inductive reactance (Z_L) at the resonant frequency. Substitute the expression from Step 3 into the result from Step 2: Z_L = (25√3 × 2) / 3 = 28.87 Ω",28.87,Ω,CH
CH142,"A series RLC circuit consists of a resistor R, a capacitor C, and an inductor L. An RMS AC voltage U = 100 V is applied across the circuit. Given that the RMS voltage across the R-C section and the C-L section are both equal to 120 V. The circuit is in electrical resonance. Calculate the RMS voltage across the capacitor, UC.","Step 1: Identify the properties of voltages at resonance.
In an RLC circuit at electrical resonance, the voltage across the inductor (U_L) and the voltage across the capacitor (U_C) are equal in magnitude but opposite in phase (U_L = U_C). At this point, the total supply voltage U equals the voltage across the resistor R:
U = U_R = 100 V
Step 2: Set up the voltage equations for the circuit segments.
According to the problem, the RMS voltage across the R-C segment and the C-L segment are both 120 V. We have the relations:
For the R-C segment: U_RC² = U_R² + U_C² = 120²
For the C-L segment: U_CL = |U_C - U_L|
Step 3: Substitute the resonance voltages into the equation.
From the given U_RC = 120 V and U_R = 100 V (determined in Step 1), substitute into the R-C segment equation: 100² + U_C² = 120²
Step 4: Calculate the RMS voltage across the capacitor (U_C).
Solve the equation from Step 3 for U_C: U_C = √4,400 = 66.3 V",66.3,V,CH
LD095,"Two electric charges, q1 = +1 × 10^-6 C and q2 = +1 × 10^-6 C, are placed at points A and B, separated by 8 cm. Calculate the total (or net) electric field strength at the midpoint of AB.","Step 1: Identify the given charges q1 = +1 × 10^-6 C and q2 = +1 × 10^-6 C, and the separation distance between points A and B as 8 cm.
Step 2: Convert the distance to meters: 8 cm = 0.08 m. The midpoint of AB is located at a distance r = 0.08 m / 2 = 0.04 m from each charge.
Step 3: Calculate the magnitude of the electric field E1 produced by charge q1 at the midpoint using the formula E = k|q|/r^2, where k = 9 × 10^9 N×m²/C².
Step 4: E1 = (9 × 10^9 N×m²/C²) × (1 × 10^-6 C) / (0.04 m)² = (9 × 10^3) / (0.0016) N/C = 5.625 × 10^6 N/C.
Step 5: Determine the magnitude of E2 due to q2. Since |q1| = |q2| and the distances are equal, E2 = E1.
Step 6: Analyze the directions: E1 points away from A (to the right), and E2 points away from B (to the left). Since E1 and E2 have the same magnitude but opposite directions, they cancel each other out (E_net = E1 + E2 = 0).
Step 7: The magnitude of the net electric field at the midpoint of AB is 0 V/m.",0,V/m,LD
TD015,"Two capacitors, C1 = 3μF and C2 = 6μF, are connected in series across a circuit segment AB with a total voltage UAB = 10 V. What is the voltage across capacitor C2?","Step 1: Identify the given values: C1 = 3 μF, C2 = 6 μF, and total voltage U_AB = 10 V. The capacitors are connected in series.
Step 2: Calculate the equivalent capacitance (C_eq) for two capacitors in series using the formula 1 / C_eq = 1 / C1 + 1 / C2 = 2 μF.
Step 3: Calculate the total charge (Q_total) stored in the series combination using Q_total = C_eq × U_AB = 20 μC.
Step 4: Note that for capacitors in series, the charge on each capacitor is equal to the total charge: Q2 = Q_total = 20 μC.
Step 5: Determine the voltage across capacitor C2 (U2) using the relation U2 = Q2 / C2.
Step 6: The voltage across capacitor C2 is 10 / 3 V.",10/3,V,TD
TD371,"A capacitor has a constant capacitance. If the voltage increases by 3 times, by what factor will the stored energy increase?","Step 1: Use the formula W = 0.5 × C × V².
Step 2: Identify that the capacitance C is constant.
Step 3: If the voltage V increases by 3 times, the energy increases by the square of that factor (3²).
Step 4: Calculate the factor: 3² = 9. The energy increases by 9 times.",9,times,TD
TD398,"A parallel-plate capacitor has a dielectric constant (or relative permittivity) **ε = 3**, plate separation **d = 0.5 mm**, and plate area **S = 250 cm²**. If a voltage **U = 50 V** is applied across it, calculate the energy stored in the electric field.","Step 1: List values: εr = 3, d = 0.0005 m, S = 0.025 m², U = 50 V.
Step 2: Calculate capacitance: C = (3 × 8.854 × 10⁻¹² × 0.025) / 0.0005 = 1.3281 × 10⁻⁹ F.
Step 3: Use energy formula: W = 0.5 × C × U².
Step 4: Calculate: W = 0.5 × 1.3281 × 10⁻⁹ × 50² ≈ 1.66 μJ.",1.66,nJ,TD
LD275,"Two electric charges, q1 = +3 × 10^-7 C and q2 = -3 × 10^-7 C, are placed at two points A and B, separated by 8 cm. A charge q3 = -3 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3.","Step 1: Identify the given charges and the distance between points A and B.
Step 2: Determine the position of charge q3, which is at the midpoint of AB, and convert all distances to meters.
Step 3: Calculate the distance from q1 to q3 (r13) and from q2 to q3 (r23). Both are (8 cm) / 2 = 4 cm = 0.04 m.
Step 4: Calculate the magnitude of the electric force exerted by q1 on q3 (F13) using Coulomb's Law F = k|q1q3| / r², where k = 9 × 10^9 N×m^2 / C^2.
Step 5: The magnitude of the net electric force acting on q3 is 1.0125 N.",1.0125,N,LD
DT001,"Two point charges, q1 and q2, are placed at points A and B, separated by 10 cm in air. Both charges have a magnitude of q1 = q2 = 16 x 10^-8 C. Determine the electric field strength produced by these two point charges at point M, where MA = MB = 5 cm.","Step 1: Identify the given values for the charges and distances.
Step 2: Note that q1 = 16 x 10^-8 C, q2 = 16 x 10^-8 C, distance MA = 5 cm, and distance MB = 5 cm. The distance between points A and B is 10 cm.
Step 3: Recognize that since MA + MB = 5 cm + 5 cm = 10 cm, and AB = 10 cm, point M must lie on the line segment connecting A and B, specifically at its midpoint.
Step 4: Recall the formula for the electric field strength E due to a point charge q at a distance r is E = k × |q| / r^2, where k is Coulomb's constant (approximately 9 x 10^9 Nm^2 / C^2 in air).
Step 5: Calculate the electric field strength (E1) produced by q1 at point M.
Step 6: Calculate the electric field strength (E2) produced by q2 at point M.
Step 7: Determine the direction of the electric field vectors.
Step 8: The electric field strength produced by these two point charges at point M is 0 V / m.",0,V/m,DT
NL353,A charged capacitor has an electric field energy of 0.72 J when the voltage across it is 120 V. Calculate the capacitance (µF).,"Step 1: Identify the given energy stored in the capacitor (W_C) as 0.72 J.
Step 2: Identify the given voltage across the capacitor (U) as 120 V.
Step 3: Recall the formula for the energy stored in a capacitor: W_C = (1/2) × C × U².
Step 4: Rearrange the formula to solve for capacitance (C): C = 2W_C / U² = 2 × 0.72 / 120² = 1 × 10^-4 F = 100 µF.",100,µF,NL
DDT345,"A circuit consists of a capacitor C = 75 μF in series with a resistor R = 10 Ω, at a frequency of 60 Hz. Calculate the capacitive reactance Z_C.","Step 1: Identify the given values from the question. The capacitance of the capacitor is C = 75 μF and the operating frequency of the AC source is f = 60 Hz. The objective is to determine the capacitive reactance Z_C of the capacitor in the circuit.
Step 2: Recall the formula used to calculate capacitive reactance in an AC circuit. Capacitive reactance represents the opposition of a capacitor to alternating current and depends on both the capacitance and the frequency of the AC source. The formula is Z_C = 1 / (2×pi*f*C).
Step 3: Convert the capacitance from microfarads to farads so that it is in standard SI units. Since 1 μF = 10⁻⁶ F, the capacitance becomes C = 75 μF = 75 × 10⁻⁶ F = 0.000075 F.
Step 4: Substitute the given values into the capacitive reactance formula. The expression becomes Z_C = 1 / (2×pi*60 Hz*0.000075 F).
Step 5: Calculate the denominator step by step. First calculate the constant term: 2×pi ≈ 6.2832.
Step 6: Multiply by the frequency: 6.2832 × 60 Hz = 376.992 s⁻¹.
Step 7: Multiply the result by the capacitance: 376.992 s⁻¹ × 0.000075 F = 0.0282744.
Step 8: Calculate the capacitive reactance by taking the reciprocal of the denominator: Z_C = 1 / 0.0282744 = 35.37 Ω.
Step 9: Interpret the result. The capacitive reactance represents the opposition offered by the capacitor to the alternating current at the given frequency.
Step 10: State the final conclusion. The capacitive reactance of the capacitor is Z_C = 35.37 Ω.",35.37,Ω,DDT
THCB134,The measured current is 3.00 ± 0.05 A. Calculate the percent relative uncertainty.,"Step 1: Identify measured current I = 3.00 A and absolute uncertainty delta I = 0.05 A.
Step 2: Calculate the relative uncertainty: 0.05 / 3.00 ≈ 0.0167.
Step 3: Convert to percentage: 0.0167 × 100%.
Step 4: Final calculation: ≈ 1.67%.",1.67,%,THCB
DT034,"Points A and B are 15 cm apart in air. A charge q1 = -12 x 10^-6 C is placed at A, and a charge q2 = 2.5 x 10^-6 C is placed at B. Find point M where the net electric field due to these two charges is zero. Calculate the distance AM.","Step 1: Identify the given charges and the distance between points A and B.
Step 2: Determine the possible location for point M where the net electric field is zero. Since q1 is negative and q2 is positive, and |q1| > |q2|, the point M must be outside the segment AB and closer to the smaller magnitude charge, which means M is to the right of B.
Step 3: Let AM = x. The distance BM will then be x - 15 cm.
Step 4: For the net electric field to be zero at M, the electric field due to q1 (E1) must be equal in magnitude and opposite in direction to the electric field due to q2 (E2).
Step 5: Therefore, the net electric field is zero at point M, which is located outside the segment AB, at a distance of approximately 27.6 cm from point A.",27.6,cm,DT
DDT324,A circuit has L = 0.2 H and f = 60 Hz. Calculate the inductive reactance Z_L.,"Step 1: Identify the given values from the question: inductance L = 0.2 H and frequency f = 60 Hz.
Step 2: State the formula for inductive reactance: Z_L = 2×pi*f*L.
Step 3: Substitute the given values into the formula: Z_L = 2×pi*60 Hz*0.2 H.
Step 4: Calculate step by step with units:
2×pi ≈ 6.2832 (dimensionless constant)
6.2832 × 60 Hz = 376.992 s⁻¹
376.992 s⁻¹ × 0.2 H = 75.3984 Ω
Step 5: State the final conclusion: the inductive reactance is Z_L = 75.40 Ω.",75.40,Ω,DDT
LD399,"Two electric charges, q1 = 1.92 × 10^-6 C and q2 = 3.33 × 10^-6 C, are placed at the two ends of a straight line segment 5.3 cm long. Calculate the electric field strength at the midpoint of that segment (on the connecting line). Give your answer rounded to two decimal places.","Step 1: Identify the given charges q1 = 1.92 × 10⁻⁶ C, q2 = 3.33 × 10⁻⁶ C, and the total length of the line segment L = 5.3 cm = 0.053 m.
Step 2: Calculate the distance from each charge to the midpoint r = L / 2 = 0.0265 m.
Step 3: Use Coulomb's constant k = 9.0 × 10⁹ N×m²/C² to calculate the magnitude of the electric field E1 due to q1 at the midpoint using E = k × |q| / r².
E1 = (9.0 × 10⁹ × 1.92 × 10⁻⁶) / 0.0265² = 17280 / 0.00070225 ≈ 24.61 × 10⁶ V/m.

Step 4: Calculate the magnitude of the electric field E2 due to q2 at the midpoint.
E2 = (9.0 × 10⁹ × 3.33 × 10⁻⁶) / 0.0265² = 29970 / 0.00070225 ≈ 42.68 × 10⁶ V/m.
Step 5: Calculate the net electric field strength at the midpoint. Since both charges are positive, the field E1 points away from q1 and E2 points away from q2. Because these vectors point in opposite directions, we subtract their magnitudes:
Enet = 42.68 × 10⁶ - 24.61 × 10⁶ ≈ 18.07 × 10⁶ V/m.",18.07 × 10^6,V/m,LD
CH275,"An AC circuit has XL = 25 Ω, XC = 100 Ω, R = 40 Ω, and U = 120 V. If the frequency is doubled, what is the power consumed by resistor R?","Step 1: Identify the initial resistance (R), inductive reactance (XL), capacitive reactance (XC), and voltage (U).
Step 2: Determine how doubling the frequency affects the inductive reactance (XL') and capacitive reactance (XC').
Step 3: Calculate the new inductive reactance (XL') after the frequency is doubled.
Step 4: Calculate the new capacitive reactance (XC') after the frequency is doubled. Then, P = I²R = 360 W.",360,W,CH
DT094,"A point at a fixed distance from a charge in air has an electric field strength of 4000 V/m, directed from left to right. If a dielectric material with a dielectric constant of 2 now completely surrounds the point charge and the point under consideration, what will be the magnitude of the electric field strength at that point?","Step 1: The initial electric field strength in air is given as E_air = 4000 V/m.
Step 2: The dielectric constant of the material is given as κ = 2.
Step 3: The electric field strength inside a dielectric material is reduced by a factor equal to its dielectric constant compared to the field in air.
Step 4: The magnitude of the electric field strength in the dielectric is E_dielectric = E_air / κ.
Step 5: The magnitude of the resultant electric field at that point is 2000 V / m.",2000,V/m,DT
THCB008,"When measuring voltage with a voltmeter, the result is 6.3 ± 0.1 V. If this is used to calculate power with a current of 0.6 ± 0.02 A, what is the absolute error of the power?","Step 1: Identify values: V = 6.3 V, ΔV = 0.1 V, I = 0.6 A, ΔI = 0.02 A.
Step 2: Use the absolute error propagation formula for a product P = V ⋅ I: ΔP = V ⋅ ΔI + I ⋅ ΔV.
Step 3: Calculate the first term: 6.3 ⋅ 0.02 = 0.126.
Step 4: Calculate the second term: 0.6 ⋅ 0.1 = 0.06.
Step 5: Sum the terms: ΔP = 0.126 + 0.06 = 0.186 W.",0.19,W,THCB
TD171,An air parallel-plate capacitor has a plate area of 47.8 cm² and a plate separation of 1.87 mm. Calculate its capacitance. Give your answer rounded to two decimal places.,"Step 1: Convert units to SI. The area A = 47.8 × 10⁻⁴ m² and the separation d = 1.87 × 10⁻³ m.
Step 2: State the formula C = (ε₀ × A) / d, where ε₀ ≈ 8.854 × 10⁻¹² F/m.
Step 3: Substitute the values into the formula.
C = [(8.854 × 10⁻¹² F/m) × (47.8 × 10⁻⁴ m²)] / (1.87 × 10⁻³ m) ≈ 22.63 pF",22.63,pF,TD
DDT387,"Given an inductor with an inductance of 0.1 H and a maximum current of 2 A, determine the maximum magnetic field energy.","Step 1: Identify the given values from the question: the inductance of the inductor is L = 0.1 H and the maximum current is I_max = 2 A.
Step 2: Recall the formula for the magnetic energy stored in an inductor: U = (1/2)×L*I².
Step 3: Substitute the given values into the formula: U = (1/2)×(0.1 H)×(2 A)².
Step 4: Calculate the square of the current: (2 A)² = 4 A².
Step 5: Substitute this result into the expression: U = (1/2)×(0.1 H)×(4 A²).
Step 6: Simplify step by step: (1/2)×0.1 H = 0.05 H, therefore U = 0.05 H*(4 A²).
Step 7: Perform the multiplication: U = 0.20 J.
Step 8: Final conclusion: the maximum magnetic field energy stored in the inductor is U = 0.20 J.",0.2,J,DDT
THCB103,"The measured value is 100.0 cm, and the absolute error is 0.5 cm. Calculate the percentage relative error.","Step 1: Identify values: Measured value x = 100.0 cm, Absolute error Δx = 0.5 cm.
Step 2: Calculate relative error: 0.5 / 100.0 = 0.005.
Step 3: Convert to percentage: 0.005 × 100%.
Step 4: Final calculation: 0.5%.",0.5,%,THCB
CH170,"An RMS voltage U = 120 V is applied to a series RLC circuit with R = 80 Ω, which is currently at resonance. Calculate the maximum power dissipated Pmax.","Step 1: Identify the given RMS voltage U = 120 V.
Step 2: Identify the given resistance R = 80 Ω.
Step 3: Recognize that the series RLC circuit is at resonance.
Step 4: At resonance, the total impedance (Z) of a series RLC circuit is equal to its resistance (R) and the power factor (cos φ) is 1. Then, Pmax = 120² / 80 = 180 W.",180,W,CH
DT097,"Two point charges, q₁ = +3 × 10^-9 C and q₂ = –3 × 10^-9 C, are placed at two points A and B, separated by 4 cm. Calculate the magnitude of the electric field strength at point M, which is located on the perpendicular bisector of AB, at a distance of 3 cm from the midpoint of AB.","Step 1: Identify the given charges and distances.
Step 2: Determine the distances from each charge to point M.
Step 3: Calculate the magnitude of the electric field produced by each charge at point M.
Step 4: Determine the direction of the electric field vectors and resolve them into components.
Step 5: The magnitude of the resultant electric field at point M is approximately 2.3 x 10^4 N / C.",2.3 x 10^4,N/C,DT
TD100,"A capacitor has a capacitance of 9.2 nF, its plates are square with an area of 10.5 cm², and the distance between the two plates is 1.1×10⁻⁵ m. Calculate the dielectric constant.","Step 1: Identify the given values from the question.
Step 2: Convert the given values to SI units.
Step 3: Recall the formula for the capacitance of a parallel plate capacitor with a dielectric material.
Step 4: Rearrange the formula to solve for the dielectric constant κ.
Step 5: The dielectric constant of the dielectric material inside the capacitor is 10.89.",10.89,—,TD
NL389,"Question:
In an ideal LC circuit, the total oscillating energy is 0.5 J. At the moment when the electric field energy is 0.125 J, what is the magnetic field energy?","CoT:
Step 1: In an ideal LC circuit, the total energy (U_total) is conserved and is the sum of the electric field energy (U_E) and the magnetic field energy (U_B): U_total = U_E + U_B.
Step 2: The total oscillating energy in the circuit is given as U_total = 0.5 J.
Step 3: The electric field energy at the specified moment is given as U_E = 0.125 J.
Step 4: The magnetic field energy can be calculated by the formula: U_B = U_total - U_E.
Step 5: Substitute the values into the formula: U_B = 0.5 - 0.125 = 0.375 J.",0.375,J,NL
NL307,"When two identical capacitors are connected in series to a voltage source, how does the total stored energy compare to when they are connected in parallel?","Step 1: Let the capacitance of each identical capacitor be C, and the voltage of the source be U.
Step 2: When two identical capacitors are connected in series, their equivalent capacitance C_series is given by 1/C_series = 1/C + 1/C, which simplifies to C_series = C/2.
Step 3: The total energy stored in the series connection, W_series, is (1/2) × C_series × U^2 = (1/2) × (C/2) × U^2 = (1/4) × C × U^2.
Step 4: When two identical capacitors are connected in parallel, their equivalent capacitance C_parallel is given by C_parallel = C + C = 2C.
Step 5: The total energy stored in the parallel connection, W_parallel, is (1/2) × C_parallel × U^2 = (1/2) × (2C) × U^2 = C × U^2.
Step 6: Therefore, the total energy stored in the series connection (W_series) is smaller than the total energy stored in the parallel connection (W_parallel).",less than,-,NL
NL320,What is the SI unit of electric field energy?,"Step 1: The question asks for the SI unit of electric field energy.
Step 2: Electric field energy is a form of energy.
Step 3: The SI unit for any form of energy is the joule.
Step 4: The SI unit of electric field energy is the joule (J).",Joule,J,NL
LD068,"Three equal positive point charges, q = 5 × 10^-9 C, are placed at three vertices of a square with side length a = 40 cm. What is the magnitude of the electric field at the fourth vertex of the square?","Step 1: Identify the given values: the magnitude of each point charge q = 5 × 10^-9 C, and the side length of the square a = 40 cm. The goal is to find the magnitude of the electric field at the fourth vertex.
Step 2: Convert the side length to meters: a = 40 cm = 0.40 m.
Step 3: Visualize the square and the charges. Let the charges be at three vertices, for example, (0,a), (a,a), and (a,0). The point of interest (fourth vertex) is then (0,0).
Step 4: Determine the distance from each charge to the fourth vertex.
Step 5: Calculate the magnitude of the electric field produced by each charge at the fourth vertex (E1, E2, E3).
Step 6: Determine the directions of the electric field vectors and apply the principle of superposition to find the resultant vector.
Step 7: The magnitude of the electric field strength at the fourth vertex is approximately 538 N/C.",538,N/C,LD
