id,question,cot,answer,unit,prefix
NL039,"In an oscillating LC circuit, when the electric field energy is 1/4 of the total energy, what percentage (%) of the maximum current is the instantaneous current (round the result to one decimal place)?","Step 1: The total electromagnetic energy in an ideal oscillating LC circuit is conserved and mathematically defined as the sum of the instantaneous electric field energy and magnetic field energy, expressed by the equation E = E_C + E_L.
Step 2: The instantaneous electric field energy is specified as E_C = 0.25 × E, which simplifies the total energy conservation equation to E_L = E - 0.25 × E, establishing the instantaneous magnetic field energy as E_L = 0.75 × E.
Step 3: The instantaneous magnetic field energy is mathematically defined by E_L = 0.5 × L × i^2, and the total circuit energy equates to the maximum magnetic energy E = 0.5 × L × I_0^2, where L represents inductance, i represents instantaneous current, and I_0 represents maximum current.
Step 4: Substituting the respective energy equations into the proportional relationship yields 0.5 × L × i^2 = 0.75 × (0.5 × L × I_0^2), which algebraically simplifies to the mathematical ratio i / I_0 = sqrt(3) / 2. Evaluating this expression establishes a final calculated percentage of 50 × sqrt(3)%, which is approximately 86.6%.",86.6,%,NL
NL089,A capacitor has an electric field energy of 0.8 mJ when U = 80 V. Calculate the capacitance (μF).,"Step 1: Identify the given values: energy stored (E) = 0.8 mJ and voltage (U) = 80 V.
Step 2: Convert the energy from millijoules to joules: E = 0.8 × 10⁻³ J.
Step 3: Recall the formula for the energy stored in a capacitor: E = (1/2)CU², where C is the capacitance.
Step 4: Rearrange the formula to solve for capacitance (C): C = 2E / U² = 0.25 μF.",0.25,μF,NL
NL099,A capacitor stores 3.6 mJ of electrical energy when the voltage across it is 120 V. Calculate its capacitance C (μF).,"Step 1: Identify the given values from the question: energy stored (E) = 3.6 mJ and voltage (U) = 120 V.
Step 2: Convert the energy from millijoules (mJ) to joules (J): E = 3.6 × 10⁻³ J.
Step 3: Recall the formula for the electrical energy stored in a capacitor: E = ½ C U².
Step 4: Rearrange the formula to solve for capacitance (C): C = 2E / U² = 0.50 μF.",0.50,μF,NL
NL109,A capacitor has a stored energy of 1 mJ when the voltage across it is 20 V. Calculate its capacitance (μF).,"Step 1: Identify the given values: voltage (U) = 20 V and stored energy (E) = 1 mJ.
Step 2: Convert the stored energy from millijoules (mJ) to joules (J): E = 1 x 10⁻³ J.
Step 3: Use the formula for energy stored in a capacitor, E = (1/2)CU², and rearrange it to solve for capacitance (C): C = 2E / U².
Step 4: Substitute the given values into the formula: C = (2 × 1 x 10⁻³ J) / (20 V)², which calculates to C = 5 x 10⁻⁶ F = 5.00 μF.",5.00,μF,NL
NL119,"An LC circuit is oscillating, and the current is zero. What form of energy is present at this moment?","Step 1: The problem describes an oscillating LC circuit where the current is zero.
Step 2: The energy stored in the inductor (magnetic energy) is given by (1/2) × L × I^2, where I is the current.
Step 3: Since the current (I) is zero at this moment, the magnetic energy stored in the inductor is also zero (1/2) × L × 0^2 = 0.
Step 4: In an ideal LC circuit, the total energy is conserved and oscillates between the inductor and the capacitor. Since the magnetic energy is 0, all the energy is stored in the electric field of the capacitor.",all the energy is stored in the electric field of the capacitor,—,NL
NL129,A capacitor has a capacitance of 0.2 μF and a voltage of 400 V. Calculate the electric field energy (mJ).,"Step 1: Identify the given values: Capacitance (C) = 0.2 μF and Voltage (U) = 400 V.
Step 2: Convert the capacitance to Farads: C = 0.2 × 10⁻⁶ F.
Step 3: Recall the formula for the electric field energy (energy stored) in a capacitor: E = (1/2) × C × U².
Step 4: Substitute the given values into the formula: E = (1/2) × (0.2 × 10⁻⁶ F) × (400 V)² = 0.016 J = 16.00 mJ.",16.00,mJ,NL
NL309,"When the voltage across the capacitor doubles, how will the electric field energy change?","Step 1: The electric field energy (W_C) stored in a capacitor is given by the formula W_C = (1/2) × C × U^2, where C is the capacitance and U is the voltage across the capacitor.
Step 2: Let the initial voltage across the capacitor be U_initial. The initial stored energy is W_C_initial = (1/2) × C × (U_initial)^2.
Step 3: The question states that the voltage across the capacitor doubles, so the new voltage U_new = 2 × U_initial.
Step 4: Substitute the new voltage into the energy formula to find the new stored energy: W_C_new = (1/2) × C × (U_new)^2 = (1/2) × C × (2 × U_initial)^2 = 4 × (1/2) × C × (U_initial)^2 = 4 × W_C_initial. Therefore, when the voltage across the capacitor doubles, the electric field energy will increase by 4 times.",Increase by 4 times,-,NL
NL318,"In an ideal LC circuit, when the magnetic energy is half of the total energy, what is the electric energy?","Step 1: Identify that for an ideal LC circuit, the total energy (W_total) is conserved.
Step 2: State the conservation of energy principle for an LC circuit: W_total = W_C + W_L, where W_C is the electric energy and W_L is the magnetic energy.
Step 3: Use the given condition: the magnetic energy (W_L) is half of the total energy, so W_L = 0.5 × U_total.
Step 4: Substitute the condition from Step 3 into the energy conservation equation from Step 2: W_total = W_C + 0.5 × W_total. Rearrange the equation to solve for W_C: W_C = 0.5 × W_total. Therefore, when the magnetic energy is half of the total energy, the electric energy is also half of the total energy.",Half of the total energy,J,NL
NL327,"The electric field energy in the capacitor gradually increases from zero to its maximum, while simultaneously the magnetic field energy decreases from its maximum to zero. What does this indicate about the oscillation process?","Step 1: The description indicates that energy is being transferred from the magnetic field to the electric field.
Step 2: The simultaneous increase of electric field energy and decrease of magnetic field energy shows these two forms of energy are inversely related during this process.
Step 3: This process demonstrates the continuous conversion of energy between electric and magnetic forms.
Step 4: This energy exchange is a fundamental characteristic of an oscillation process, such as that occurring in an LC circuit. It indicates that the energy is conserved.",Conservation of energy,-,NL
NL336,"In an LC circuit, the electric field energy varies with time as: W_C = 0.5cos²(1000t). What is the magnetic field energy (J) at time t = π / 2000 s?","Step 1: The given electric field energy is W_C = 0.5cos²(1000t) and the time is t = π / 2000 s.
Step 2: The maximum value of the electric field energy in the circuit, which represents the total energy, is W_total = 0.5 (when cos²(1000t) = 1).
Step 3: In an ideal LC circuit, the total energy is conserved, meaning the sum of electric and magnetic field energies is constant: W_total = W_C + W_L.
Step 4: Calculate the electric field energy (W_C) at the given time t = π / 2000 s: W_C = 0.5cos²(1000 × (π / 2000)) = 0.5cos²(π / 2) = 0.5 × (0)² = 0. Therefore, the magnetic field energy W_L = W_total = 0.5 J.",0.5,J,NL
NL345,A coil has an inductance of 0.25 H. The current through it increases from 0 to 4 A. Calculate the magnetic field energy (J) stored.,"Step 1: Identify the given inductance (L) of the coil, which is 0.25 H.
Step 2: Identify the final current (I) flowing through the coil, which is 4 A.
Step 3: Recall the formula for the magnetic field energy (W_L) stored in an inductor: W_L = (1/2) × L × I^2.
Step 4: Substitute the given values into the formula: W_L = (1/2) × 0.25 H × (4 A)^2 = 2 J.",2,J,NL
NL354,A coil has a magnetic field energy of 0.25 J when the current is 1 A. What is the inductance (H)?,"Step 1: Identify the given magnetic field energy (W_L) and current (I).
Step 2: Recall the formula for magnetic energy stored in an inductor: W_L = (1/2)LI^2, where L is the inductance.
Step 3: Rearrange the formula to solve for inductance L: L = 2W_L / I^2.
Step 4: Substitute the given values W_L = 0.25 J and I = 1 A into the rearranged formula: L = 2 × 0.25 / 1 = 0.5 H.",0.5,H,NL
NL363,"An inductor with an inductance L = 0.5 H is in an ideal LC circuit. When the current through the inductor is 2√2 A, what is the magnetic field energy?","Step 1: Identify the given parameters from the problem: inductance L = 0.5 H and current I = 2√2 A.
Step 2: State the formula for the magnetic energy stored in an inductor: W = (1/2) × L × I².
Step 3: Substitute the given values into the formula: W = (1/2) × 0.5 × (2√2)².
Step 4: Calculate the square of the current: (2√2)² = 2² × (√2)² = 4 × 2 = 8.
Step 5: Perform the multiplication: W = (1/2) × 0.5 × 8.
Step 6: Simplify the expression to find the final magnetic field energy: W = 0.25 × 8 = 2 J.",2,J,NL
NL372,"An inductor has an inductance of 0.25 H. When the current reaches its maximum value of 2√2 A, what is the maximum magnetic field energy?","Step 1: Identify the given parameters: inductance L = 0.25 H and maximum current I_max = 2√2 A.
Step 2: State the formula for the maximum magnetic energy stored in an inductor: W_max = (1/2) × L × I_max².
Step 3: Substitute the given values into the formula: W_max = (1/2) × 0.25 × (2√2)².
Step 4: Calculate the square of the maximum current: (2√2)² = 2² × (√2)² = 4 × 2 = 8.
Step 5: Perform the multiplication: W_max = (1/2) × 0.25 × 8.
Step 6: Simplify the expression to find the maximum magnetic field energy: W_max = 0.125 × 8 = 1 J.",1,J,NL
NL381,A capacitor with a capacitance of 5 µF is charged to a voltage of 180 V. Calculate the electric field energy of the capacitor.,"Step 1: Identify the given parameters: capacitance C = 5 µF and voltage V = 180 V.
Step 2: Convert the capacitance to standard SI units (Farads): C = 5 × 10⁻⁶ F.
Step 3: State the formula for the energy stored in the electric field of a capacitor: W = (1/2) × C × V².
Step 4: Substitute the given values into the formula: W = (1/2) × (5 × 10⁻⁶) × 180².
Step 5: Calculate the square of the voltage: 180² = 32400.
Step 6: Perform the multiplication: W = 2.5 × 10⁻⁶ × 32400.
Step 7: The final calculation yields the electric field energy: W = 81000 × 10⁻⁶ = 0.081 J.",0.081,J,NL
NL390,A coil has a magnetic field energy of 0.64 J when the current is 4 A. Calculate the inductance.,"CoT:
Step 1: Identify the given values: Magnetic field energy (U_B) = 0.64 J and current (I) = 4 A.
Step 2: State the formula for the magnetic field energy: U_B = (1/2) × L × I²
Step 3: Rearrange the formula to find inductance (L): L = (2 × U_B) / I²
Step 4: Substitute the values and calculate the result directly: L = (2 × 0.64) / 4² = 0.08 H.",0.08,H,NL
NL399,A capacitor has a voltage function U(t) = 250 × sin(1000t) V and a capacitance C = 8 µF. Calculate the maximum electric field energy stored in the capacitor.,"CoT:
Step 1: Identify the given values: Voltage function U(t) = 250 × sin(1000t) V and capacitance C = 8 µF = 8 × 10⁻⁶ F.
Step 2: Determine the maximum voltage (U_max). Since the maximum value of the sine function is 1, the peak voltage is U_max = 250 V.
Step 3: State the formula for the maximum electric field energy (U_E_max): U_E_max = (1/2) × C × U_max²
Step 4: Substitute the values into the formula: U_E_max = 0.5 × (8 × 10⁻⁶) × 250²
Step 5: Calculate the square of the maximum voltage: 250² = 62,500.
Step 6: Perform the final calculation: U_E_max = 0.5 × 8 × 10⁻⁶ × 62,500 = 4 × 10⁻⁶ × 62,500 = 0.25 J.",0.25,J,NL
TD008,"An air-filled parallel plate capacitor with a capacitance C = 2 pF is charged to a potential difference U = 600 V. While still connected to the source, the plates are moved further apart so that the distance between them doubles. Calculate the new potential difference, U2.","Step 1: The initial potential difference across the capacitor is U1 = 600 V.
Step 2: The problem states that the capacitor remains connected to the source while the plates are moved.
Step 3: When a capacitor remains connected to a voltage source, the potential difference across its plates is held constant by the source.
Step 4: Therefore, the new potential difference U2 across the capacitor plates remains 600 V.",600,V,TD
TD017,A parallel-plate air capacitor has an area of each plate of 33.2 cm² and the distance between the two plates is 1.86 mm. Calculate the capacitance of the capacitor.,"Step 1: The formula for the capacitance of a parallel-plate capacitor is C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 2: Identify the given values: plate area A = 33.2 cm^2 and plate separation d = 1.86 mm and κ = 1 (for air).
Step 3: Convert the given units to SI units: A = 33.2 × 10^-4 m^2 and d = 1.86 × 10^-3 m.\
Step 4: The capacitance of the capacitor is approximately 15.76 pF.",15.76,pF,TD
TD026,An air-filled parallel-plate capacitor has a plate area of 34.5 cm² and the distance between the two plates is 0.64 mm. Calculate the capacitance of the capacitor.,"Step 1: Identify the given plate area (A) and the distance between the plates (d).
Step 2: Convert the units to SI: A = 34.5 cm² = 34.5 × 10⁻⁴ m², d = 0.64 mm = 0.64 × 10⁻³ m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 47.7 pF.",47.7,pF,TD
TD035,A parallel-plate air capacitor has a plate area of 31.1 cm² and a plate separation of 1.53 mm. Calculate the capacitance of the capacitor.,"Step 1: Identify the given values: A = 31.1 cm^2, d = 1.53 mm.
Step 2: Convert the units to SI: A = 31.1 × 10^-4 m^2 and d = 1.53 × 10^-3 m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 17.99 pF.",17.99,pF,TD
TD044,A parallel-plate air capacitor has a plate area of 21.2 cm² and a plate separation of 1.17 mm. Calculate the capacitance of the capacitor.,"Step 1: Identify the given values: A = 21.2 cm^2, d = 1.17 mm.
Step 2: Convert the units to SI: A = 21.2 × 10^-4 m^2 and d = 1.17 × 10^-3 m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 16.04 pF.",16.04,pF,TD
TD053,Calculate the capacitance of a parallel-plate air capacitor with a plate area of 34.0 cm² and a plate separation of 0.50 mm.,"Step 1: Identify the given values: A = 34.0 cm^2, d = 0.50 mm.
Step 2: Convert the units to SI: A = 34.0 × 10^-4 m^2 and d = 0.50 × 10^-3 m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 60.21 pF.",60.21,pF,TD
TD062,An air-filled parallel plate capacitor has a plate area of 32.1 cm² and a plate separation of 1.25 mm. Calculate its capacitance.,"Step 1: Identify the given values: A = 32.1 cm^2, d = 1.25 mm.
Step 2: Convert the units to SI: A = 32.1 × 10^-4 m^2 and d = 1.25 × 10^-3 m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 22.74 pF.",22.74,pF,TD
TD071,An air-filled parallel-plate capacitor has a plate area of 49.1 cm² and a plate separation of 0.71 mm. Calculate the capacitance of the capacitor.,"Step 1: Identify the given values: A = 49.1 cm^2, d = 0.71 mm.
Step 2: Convert the units to SI: A = 49.1 × 10^-4 m^2 and d = 0.71 × 10^-3 m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 61.23 pF.",61.23,pF,TD
TD080,An air-filled parallel-plate capacitor has a plate area of 16.4 cm² and the distance between the two plates is 0.67 mm. Calculate the capacitance of the capacitor.,"Step 1: Identify the given values: A = 16.4 cm^2, d = 0.67 mm.
Step 2: Convert the units to SI: A = 16.4 × 10^-4 m^2 and d = 0.67 × 10^-3 m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 21.67 pF.",21.67,pF,TD
TD089,A parallel plate air capacitor has a plate area of 39.5 cm² and the distance between the plates is 1.12 mm. Calculate the capacitance of the capacitor.,"Step 1: Identify the given values: A = 39.5 cm^2, d = 1.12 mm.
Step 2: Convert the units to SI: A = 39.5 × 10^-4 m^2 and d = 1.12 × 10^-3 m.
Step 3: Recall the capacitance formula for a parallel-plate capacitor: C = κ × ε₀ × (A / d), where ε₀ is the permittivity of free space (approximately 8.854 × 10⁻¹² F/m for air).
Step 4: The capacitance of the capacitor is approximately 31.23 pF.",31.23,pF,TD
TD098,"A capacitor has a capacitance of 6.3 nF, a plate area of 14 cm², and a plate separation of 9.0×10⁻⁶ m. Calculate the dielectric constant of the dielectric material in the capacitor.","Step 1: Identify the given values from the question: Capacitance (C) = 6.3 nF, Plate area (A) = 14 cm², Plate separation (d) = 9.0×10⁻⁶ m.
Step 2: Convert the given values to SI units: C = 6.3 × 10⁻⁹ F, A = 14 × 10⁻⁴ m².
Step 3: Recall the formula for the capacitance of a parallel plate capacitor with a dielectric: C = κ × ε₀ × A / d, where κ is the dielectric constant and ε₀ is the permittivity of free space (ε₀ ≈ 8.854 × 10⁻¹² F/m).
Step 4: Rearrange the formula to solve for the dielectric constant (κ): κ = (C × d) / (ε₀ × A).
Step 5: The dielectric constant of the dielectric material in the capacitor is 4.57.",4.57,—,TD
TD167,A parallel-plate air capacitor has a capacitance of 27.62 pF and is charged to a potential difference of 108.8 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to onedecimal places.,"Step 1: Identify and convert the given values. The capacitance C = 27.62 × 10⁻¹² F and the voltage V = 108.8 V.
Step 2: State the formula for the energy stored in the electric field, U = 1/2 × C × V².
Step 3: Substitute the values into the formula.
U = 1/2 × (27.62 × 10⁻¹² F) × (108.8 V)² ≈ 163.4 nJ",163.4,nJ,TD
TD176,An air-filled parallel-plate capacitor has a capacitance of 23.22 pF and is charged to a voltage of 77.7 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to two decimal places.,"Step 1: Identify and convert the given values. The capacitance C = 23.22 × 10⁻¹² F and the voltage V = 77.7 V.
Step 2: State the formula for the energy stored in the electric field, U = 1/2 × C × V².
Step 3: Substitute the values into the formula.
U = 1/2 × (23.22 × 10⁻¹² F) × (77.7 V)² ≈ 70.09 nJ",70.09,nJ,TD
TD185,An air capacitor has a capacitance of 34.75 pF and is charged to a voltage of 139.7 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to one decimal places.,"Step 1: Identify and convert the given values. The capacitance is C = 34.75 × 10⁻¹² F and the voltage is V = 139.7 V.
Step 2: State the formula for the electrical energy stored in the capacitor, U = 1/2 × C × V².
Step 3: Substitute the values into the formula to calculate the stored energy.
U = 1/2 × (34.75 × 10⁻¹² F) × (139.7 V)² ≈ 339.1 nJ",339.1,nJ,TD
TD359,A capacitor with a capacitance of 4 μF is charged to a voltage of 6 V. Calculate the electric field energy of the capacitor.,"Step 1: Identify C = 4 μF and V = 6 V.
Step 2: Use the energy formula: W = (1/2) × C × V².
Step 3: Calculate: W = 0.5 × 4 × 6² = 0.5 × 4 × 36 = 72 μJ",72,μJ,TD
TD368,A capacitor with a capacitance of 5 μF is charged to a voltage of 20 V and then disconnected from the power source. Calculate the charge on the capacitor after it is disconnected.,"Step 1: Identify C = 5 μF and V = 20 V.
Step 2: Calculate the charge using Q = C × V.
Step 3: Substitute the values: Q = 5 μF × 20 V = 100 μC.",100,μC,TD
TD377,"A capacitor has a charge Q = 50 μC and a capacitance C = 5 μF. If it's replaced with another capacitor having a capacitance of 10 μF, but the charge Q is kept constant, how does the voltage change?","Step 1: Use the formula V = Q / C.
Step 2: Since charge Q is constant, voltage is inversely proportional to capacitance (V ∝ 1/C).
Step 3: If capacitance increases from 5 μF to 10 μF (doubles), the voltage must be halved.
Step 4: Calculate final voltage: V_new = 10 V / 2 = 5 V.
Step 5: Conclude that the voltage is halfed.",the voltage is halfed,,TD
TD380,"A capacitor has a charge of 90 μC and a voltage of 30 V. If the charge decreases to 45 μC, how many times does the energy change?","Step 1: Use the energy formula in terms of charge: W = Q² / 2C.
Step 2: Capacitance C is constant, so energy is proportional to the square of the charge (W ∝ Q²).
Step 3: If the charge decreases from 90 μC to 45 μC (halved), the energy changes by (1/2)².
Step 4: Calculate: (1/2)² = 1/4. The energy decreases by 4 times.",decreases by 4 times,,TD
TD388,"A 2 μF capacitor is charged to 12 V, then disconnected, and its charge is equally shared among two identical capacitors. Calculate the total remaining energy after sharing.","Step 1: Calculate the initial charge: Q = 2 μF × 12 V = 24 μC.
Step 2: Calculate the initial energy: W_initial = 0.5 × 2 μF × (12 V)² = 144 μJ.
Step 3: The charge is shared among two identical capacitors (the original 2 μF and another 2 μF).
Step 4: The total capacitance in parallel is C_total = 2 + 2 = 4 μF.
Step 5: Calculate the final total energy: W_final = Q² / (2 × C_total) = (24)² / (2 × 4) = 576 / 8 = 72 μJ.",72,μJ,TD
TD396,"A capacitor has an energy of 2 mJ and a capacitance of 1 μF. If it is connected in series with another 1 μF uncharged capacitor, calculate the new total energy of the system.","Step 1: Identify the initial energy W1 = 2 mJ in capacitor C1.
Step 2: When connected to an identical uncharged capacitor C2, the total capacitance doubles (Ceq = 2 × C1).
Step 3: Because the charge Q is conserved, the new energy W_total = Q² / (2 × Ceq).
Step 4: Since Ceq is double the original, the new total energy is half the original: W_total = 2 mJ / 2 = 1 mJ.",1,mJ,TD
THCB002,A voltmeter with a least count of 0.2 V reads 5.6 V. What is the relative error of the measurement?,"Step 1: Identify the measured value V = 5.6 V.
Step 2: Identify the absolute error (ΔV), which is equal to the least count of 0.2 V.
Step 3: Apply the formula for relative error: δV = ΔV / V.
Step 4: Calculate the value: δV = 0.2 / 5.6 ≈ 0.0357 (or 3.57%).",3.57,%,THCB
THCB006,"If the actual resistance is 10.2 Ω but the measured value is 9.8 Ω, what is the absolute error?","Step 1: Identify Actual Value = 10.2 Ω and Measured Value = 9.8 Ω.
Step 2: Use the formula for absolute error: ΔR = |Actual Value - Measured Value|.
Step 3: Substitute the values: ΔR = |10.2 - 9.8|.
Step 4: Final calculation: ΔR = 0.4 Ω.",0.4,Ω,THCB
THCB010,"If the actual resistance is 10.2 Ω but the measured value is 9.8 Ω, what is the relative error?","Step 1: Identify the Actual Value = 10.2 Ω and the Measured Value = 9.8 Ω.
Step 2: Calculate the Absolute Error (ΔR) using the formula: ΔR = |Actual Value - Measured Value|.
Step 3: Substitute the values: ΔR = |10.2 - 9.8| = 0.4 Ω.
Step 4: Calculate the Relative Error (δR) using the formula: δR = (Absolute Error / Actual Value) ⋅ 100%.
Step 5: Final calculation: δR = (0.4 / 10.2) ⋅ 100% ≈ 3.92%.",3.92,%,THCB
THCB069,"If both lamps glow brightly and are identical, with a supply voltage U = 6V, calculate the current through each lamp, given R = 6Ω.","Step 1: In a parallel circuit, each lamp receives the source voltage (if series resistance is negligible).
Step 2: Use Ohm's Law for one lamp: I = V / R = 6V / 6Ω = 1.0 A.
Step 3: Since lamps are identical, both branches draw 1.0 A",I_D = 1.0,A,THCB
THCB073,"If the total current increases when the resistance of the variable resistor is decreased, what happens to the light bulbs?","Step 1: Total current increases when the series variable resistor's resistance is decreased.
Step 2: This reduces the voltage drop across the variable resistor, leaving more voltage for the parallel lamps.
Step 3: Since more voltage is applied to the lamps, the current through each branch increases.
Step 4: Conclusion: The light bulbs will shine brighter.",The lamp shines brighter because the current through it increases.,—,THCB
THCB077,"The power consumption of lamps D₁ and D₂ is 10W and 20W, respectively. Calculate the total power of the circuit.","Step 1: The total power in any circuit is the sum of power used by all components.
Step 2: Identify power for D1 (10W) and D2 (20W).
Step 3: Total circuit power = P1 + P2 = 10W + 20W = 30 W.",P_total = 30,W,THCB
THCB081,"If the current through one lamp in a parallel circuit increases, how will the total current change?","Step 1: In a parallel circuit, total current (A1) is the sum of all branch currents.
Step 2: If the current through one branch increases while others stay constant, the sum must increase.
Step 3: This typically happens if the resistance of a branch decreases or the source voltage increases.
Step 4: Conclusion: The total current will increase.",Total current increases.,—,THCB
THCB085,"If the current through A₁ is 1.8 A and A₂ is 1.2 A, calculate the current in the third branch.","Step 1: Observe ammeter positions in image 284.png. A1 is total current (1.8 A) and A2 is branch current (1.2 A).
Step 2: Use Kirchhoff's Current Law: I_total (A1) = I_branch1 + I_branch2 (A2).
Step 3: Set up the equation: 1.8 A = I_branch1 + 1.2 A.
Step 4: Calculation: I_branch1 = 1.8 A - 1.2 A = 0.6 A.",I₃ = 0.6,A,THCB
THCB089,The measured length is 12.0 ± 0.1 cm. Calculate the percentage relative error.,"Step 1: Identify the measured value L = 12.0 cm and absolute uncertainty delta L = 0.1 cm.
Step 2: Use the formula for percentage relative error: (delta L / L) × 100%.
Step 3: Substitute the values: (0.1 / 12.0) × 100%.
Step 4: Final calculation: 0.83%.",0.83,%,THCB
THCB093,"The true value is 30.0 cm, the measured result is 29.7 cm. Calculate the absolute error and the relative error.","Step 1: Identify true value = 30.0 cm and measured result = 29.7 cm.
Step 2: Calculate absolute error: |29.7 - 30.0| = 0.3 cm.
Step 3: Calculate relative error: 0.3 / 30.0.
Step 4: Final calculation: 0.01 (or 1.0%).",0.3; 1.0,cm; %,THCB
THCB097,"The measured value is 20.3 cm, while the true value is 20.0 cm. Calculate the absolute error and the relative error.","Step 1: Identify values: Measured = 20.3 cm, True = 20.0 cm.
Step 2: Calculate absolute error: |20.3 - 20.0| = 0.3 cm.
Step 3: Calculate relative error: 0.3 / 20.0.
Step 4: Final calculation: 0.015 (or 1.5%).",0.3; 1.5,cm; %,THCB
THCB101,The length is measured as 60.0 ± 0.3 cm. Calculate the percentage relative uncertainty (or percentage relative error).,"Step 1: Identify measured length L = 60.0 cm and absolute uncertainty ΔL = 0.3 cm.
Step 2: Calculate relative uncertainty: 0.3 / 60.0 = 0.005.
Step 3: Convert to percentage: 0.005 × 100%.
Step 4: Final calculation: 0.5%.",0.5,%,THCB
THCB105,The measured voltage is 4.0 ± 0.1 V. Calculate the percentage relative uncertainty.,"Step 1: Identify measured voltage V = 4.0 V and absolute uncertainty ΔV = 0.1 V.
Step 2: Calculate relative uncertainty: 0.1 / 4.0 = 0.025.
Step 3: Convert to percentage: 0.025 × 100%.
Step 4: Final calculation: 2.5%.",2.5,%,THCB
THCB109,Mass measurement result: 200.0 ± 1.0 g. Calculate the percentage relative uncertainty.,"Step 1: Identify the measured value M = 200.0 g and absolute uncertainty ΔM = 1.0 g.
Step 2: Use the formula for percentage relative uncertainty: (ΔM / M) × 100%.
Step 3: Substitute the values: (1.0 / 200.0) × 100%.
Step 4: Final calculation: 0.5%.",0.5,%,THCB
THCB113,"The measured value is 80.0 cm, and the absolute error is 0.4 cm. Calculate the percent relative error.","Step 1: Identify the least count as 0.5°C. For a single measurement, the absolute uncertainty is typically taken as the least count itself or half of it depending on the convention; here we use the least count: ΔT = 0.5°C.
Step 2: Identify the measured value T = 25°C.
Step 3: Calculate the percentage relative error: (0.5 / 25) × 100%.
Step 4: Final calculation: 2.0%.",0.5,%,THCB
THCB117,"The measured value is 60.2 cm, and the true value is 60.0 cm. Calculate the absolute error and the relative error.","Step 1: Calculate the absolute error: |60.2 - 60.0| = 0.2 cm.
Step 2: Calculate the relative error using the true value: 0.2 / 60.0.
Step 3: Convert to a percentage: (0.2 / 60.0) × 100%.
Step 4: Final calculation: ≈ 0.33%.",0.2; 0.33,cm; %,THCB
THCB121,A ruler has a least count of 0.2 cm and is used to measure a length of 8.0 cm. Calculate the percentage relative error.,"Step 1: Identify the least count as 0.2 cm. For a standard measurement, the absolute uncertainty is the least count: ΔL = 0.2 cm.
Step 2: Identify the measured length L = 8.0 cm.
Step 3: Calculate the percentage relative error: (0.2 / 8.0) × 100%.
Step 4: Final calculation: 2.5%.",2.5,%,THCB
THCB125,A student measures the length of a table as 1.20 m using a ruler with a least count (or smallest division) of 0.01 m. Calculate the percentage relative error.,"Step 1: Identify measured length L = 1.20 m and least count ΔL = 0.01 m.
Step 2: Calculate the relative error: 0.01 / 1.20 ≈ 0.00833.
Step 3: Convert to percentage: 0.00833 × 100%.
Step 4: Final calculation: ≈ 0.83%.",0.83,%,THCB
THCB129,Voltage measurement result: 220.0 ± 1.0 V. Calculate the percentage relative error.,"Step 1: Identify measured voltage V = 220.0 V and absolute uncertainty delta V = 1.0 V.
Step 2: Apply the formula for percentage relative error: (delta V / V) × 100%.
Step 3: Substitute the values: (1.0 / 220.0) × 100%.
Step 4: Final calculation: ≈ 0.45%.",0.45,%,THCB
