id,source_numeric_id,source_id,topic,formula_id,answer,unit,style_index,generation_reason,question,explanation
TEG_CH030_01122,NP_AUG_00557_NP_semantic_CH030,CH030,LC_oscillation,lc_frequency_from_L_C,159.155,Hz,4,reference_explanation_quality_rejected,A lossless LC tank uses 0.02 H and 50.0 uF. What is its frequency?,"The quantities in the question are matched to the ideal LC oscillator relation: inductance = 0.02 H; capacitance = 50.0 uF. The requested result is frequency (f), so the calculation uses f = 1/(2 x pi x sqrt(LC)). The evaluated result is 159.155 Hz."
TEG_DT156_01123,NP_AUG_00734_NP_semantic_DT156,DT156,electrostatics_force,force_from_charge_field,4.05e-05,N,0,duplicate_verified_golden_expanded_replaced_by_locked_trace,What force does a field 13500.0 V/m exert on a charge 3.0 nC?,"The question asks for force (F), so the locked solver treats it as a Coulomb-force relation. The extracted data are charge = 3.0 nC; electric field = 13500.0 V/m. Using F = |q|E, the calculator evaluates F = |q|E. After applying the requested output unit, the result is 4.05e-05 N."
TEG_THCB124_01124,NP_AUG_00703_NP_semantic_THCB124,THCB124,measurement_error,relative_error_from_absolute,2,%,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the percentage error for measurement 4 V if the absolute uncertainty is 0.08 V.,"The problem context is preserved from the original question: Find the percentage error for measurement 4 V if the absolute uncertainty is 0.08 V. The target is relative error (relative_error). With given 1 = 4 V, the verified relation relative error = Delta x/x x 100% is used. The calculator's substitution step is relative error = Delta x/x x 100%, leading to 2 %."
TEG_CH035_01125,NP_AUG_00067_NP_official_text_csv_CH035,CH035,LC_oscillation,lc_frequency_from_L_C,159.155,Hz,4,duplicate_official_text_replaced_by_locked_trace,An ideal LC circuit contains an inductor of 0.1 H and a capacitor of 10 uF. Find the frequency.,"The quantities in the question are matched to the ideal LC oscillator relation: inductance = 0.1 H; capacitance = 10 uF. The requested result is frequency (frequency), so the calculation uses f = 1/(2 x pi x sqrt(LC)). The evaluated result is 159.155 Hz."
TEG_NPF_omega_005_01126,NPF_omega_005,NPF_omega_005,LC_oscillation,angular_frequency_from_frequency,15708,rad/s,4,missing_reference_cot,An oscillator has frequency 2500 Hz. Calculate its angular frequency.,"The quantities in the question are matched to the ideal LC oscillator relation: frequency = 2500 Hz. The requested result is angular frequency (omega), so the calculation uses omega = 2 x pi x f. The evaluated result is 15708 rad/s."
TEG_THCB206_01127,NP_semantic_THCB206,THCB206,circuit_power,power_from_current_resistance,100,W,6,reference_explanation_quality_rejected,A current I = 2.5 A flows through a resistor R = 16 ohm. Calculate the Joule power.,"Because the question is asking for power (P), the solver does not use unrelated quantities. It keeps current = 2.5 A; resistance = 16 ohm and applies P = I^2 x R. The verified computation is P = I^2 x R, so the reported result is 100 W."
TEG_CH078_01128,NP_semantic_CH078,CH078,ac_resonance,rlc_resonance_capacitance_from_L_f,5.62895,uF,0,reference_explanation_quality_rejected,"Calculate the required capacitance C for resonance at f = 75 Hz, with an inductor L = 0.8 H.","The question asks for capacitance (C), so the locked solver treats it as a AC resonance relation. The extracted data are frequency = 75 Hz; inductance = 0.8 H. Using C = 1/((2 x pi x f)^2 x L), the calculator evaluates C = 1/((2 x pi x f)^2 x L). After applying the requested output unit, the result is 5.62895 uF."
TEG_NPF_flux_solenoid_004_01129,NPF_flux_solenoid_004,NPF_flux_solenoid_004,induction,magnetic_flux_from_solenoid_area,1.80956e-06,Wb,2,missing_reference_cot,"A long solenoid has turn density 600 turns/m, current 4 A, and cross-sectional area 6 cm2. Find the magnetic flux through one turn.","The problem context is preserved from the original question: A long solenoid has turn density 600 turns/m, current 4 A, and cross-sectional area 6 cm2. Find the magnetic flux through one turn. The target is magnetic flux (Phi). With turn density = 600 turns/m; current = 4 A; area = 6 cm2, the verified relation Phi = mu0 x n x I x S is used. The calculator's substitution step is Phi = mu0 x n x I x S, leading to 1.80956e-06 Wb."
TEG_NPF_plate_E_Ud_000_01130,NPF_plate_E_Ud_000,NPF_plate_E_Ud_000,electrostatics_field,parallel_plate_field_from_voltage_distance,4000,V/m,4,missing_reference_cot,Two parallel plates have a potential difference of 120 V and are separated by 3 cm. Find the electric field between them.,"The quantities in the question are matched to the electric-field relation: voltage = 120 V; distance = 3 cm. The requested result is electric field (E), so the calculation uses E = U/d. The evaluated result is 4000 V/m."
TEG_LD406_01131,NP_AUG_00435_NP_semantic_LD406,LD406,electrostatics_force,coulomb_force_two_charges,6.3,N,0,duplicate_verified_golden_expanded_replaced_by_locked_trace,Two point charges 1.0 uC and 7.0 uC are separated by 10.0 cm. Calculate the electric force magnitude.,"The question asks for force (F), so the locked solver treats it as a Coulomb-force relation. The extracted data are charge = 1.0 uC; charge = 7.0 uC; distance = 10.0 cm. Using F = k x |q1 x q2|/r^2, the calculator evaluates F = k x |q1 x q2|/r^2. After applying the requested output unit, the result is 6.3 N."
TEG_THCB101_01133,NP_AUG_00512_NP_semantic_THCB101,THCB101,measurement_error,relative_error_from_absolute,0.5,%,3,duplicate_verified_golden_expanded_replaced_by_locked_trace,A measured value is 48 cm with absolute uncertainty 0.24 cm. Calculate the relative error percentage.,"First identify the requested quantity as relative error (relative_error). The usable values are given 1 = 48 cm. For this measurement-uncertainty relation, the governing expression is relative error = Delta x/x x 100%. Substituting the extracted values gives relative error = Delta x/x x 100%; therefore the final value is 0.5 %."
TEG_NL122_01134,NP_semantic_NL122,NL122,induction,inductor_energy_from_L_I,600,mJ,3,reference_explanation_quality_rejected,An inductor has a current of 2 A and an inductance of 0.3 H. Calculate the magnetic field energy (mJ).,"First identify the requested quantity as energy (W). The usable values are current = 2 A; inductance = 0.3 H. For this magnetic induction relation, the governing expression is W = 0.5 x L x I^2. Substituting the extracted values gives W = 0.5 x L x I^2; therefore the final value is 600 mJ."
TEG_CH040_01136,NP_AUG_00251_NP_semantic_CH040,CH040,LC_oscillation,lc_frequency_from_L_C,56.2698,Hz,0,duplicate_verified_golden_expanded_replaced_by_locked_trace,An ideal LC circuit contains an inductor of 0.4 H and a capacitor of 20.0 uF. Find the frequency.,"The question asks for frequency (f), so the locked solver treats it as a ideal LC oscillator relation. The extracted data are inductance = 0.4 H; capacitance = 20.0 uF. Using f = 1/(2 x pi x sqrt(LC)), the calculator evaluates f = 1/(2 x pi x sqrt(LC)). After applying the requested output unit, the result is 56.2698 Hz."
TEG_DT136_01137,NP_AUG_00323_NP_semantic_DT136,DT136,electrostatics_field,electric_field_point_charge_or_superposition,50000,V/m,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,A point charge of 5.0 nC is observed from a distance of 3.0 cm. Calculate the electric field magnitude.,"The problem context is preserved from the original question: A point charge of 5.0 nC is observed from a distance of 3.0 cm. Calculate the electric field magnitude. The target is electric field (E). With charge = 5.0 nC; distance = 3.0 cm, the verified relation E = k x |q|/r^2 is used. The calculator's substitution step is E = k x |q|/r^2, leading to 50000 V/m."
TEG_CH088_01138,NP_AUG_00355_NP_official_text_csv_CH088,CH088,ac_resonance,rlc_resonance_capacitance_from_L_f,13.1929,uF,4,duplicate_official_text_replaced_by_locked_trace,What capacitor is needed with 1.2 H to obtain resonance at 40 Hz?,"The quantities in the question are matched to the AC resonance relation: inductance = 1.2 H; frequency = 40 Hz. The requested result is capacitance (capacitance), so the calculation uses C = 1/((2 x pi x f)^2 x L). The evaluated result is 13.1929 uF."
TEG_NL110_01140,NP_semantic_NL110,NL110,induction,inductance_from_energy_current,0.002,H,5,reference_explanation_quality_rejected,"An inductor has a current of 2.5 A, and its magnetic field energy is 6.25 mJ. Calculate its inductance L (H).","Reading the question literally, the known values are current = 2.5 A; energy = 6.25 mJ. Those values are sufficient for inductance (L) because the governing relation is L = 2W/I^2. Carrying out the calculator step L = 2W/I^2 gives 0.002 H."
TEG_THCB211_01141,NP_semantic_THCB211,THCB211,circuit_power,power_from_energy_time,30,W,7,reference_explanation_quality_rejected,An electrical device consumes energy A = 900 J in t = 30 s. Calculate its average power.,"The calculation follows directly from the locked formula P = A/t. After reading energy = 900 J; time = 30 s from the question, the calculator performs P = A/t. This matches the requested power (P), so the final answer is 30 W."
TEG_THCB111_01142,NP_AUG_00575_NP_semantic_THCB111,THCB111,measurement_error,relative_error_from_absolute,0.666667,%,1,reference_explanation_quality_rejected,"If the reading is 30.0 cm and its error is 0.2 cm, what is the relative error?","The wording describes this situation: If the reading is 30.0 cm and its error is 0.2 cm, what is the relative error? The relevant quantities are given 1 = 30.0 cm, and the relation is relative error = Delta x/x x 100%. Evaluating that relation for the extracted values gives 0.666667 %."
TEG_NPF_cap_C_QU_004_01145,NPF_cap_C_QU_004,NPF_cap_C_QU_004,capacitor,capacitor_capacitance_from_charge_voltage,3,uF,5,missing_reference_cot,A capacitor carries charge 150 uC when the voltage across it is 50 V. Determine its capacitance.,"Reading the question literally, the known values are charge = 150 uC; voltage = 50 V. Those values are sufficient for capacitance (C) because the governing relation is C = Q/U. Carrying out the calculator step C = Q/U gives 3 uF."
TEG_CH348_01146,NP_AUG_00632_NP_semantic_CH348,CH348,LC_oscillation,lc_frequency_from_L_C,91.8881,Hz,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,"For an LC oscillator with L = 0.02 H and C = 150.0 uF, calculate the frequency.","The wording describes this situation: For an LC oscillator with L = 0.02 H and C = 150.0 uF, calculate the frequency. The relevant quantities are inductance = 0.02 H; capacitance = 150.0 uF, and the relation is f = 1/(2 x pi x sqrt(LC)). Evaluating that relation for the extracted values gives 91.8881 Hz."
TEG_DT128_01147,NP_AUG_00417_NP_semantic_DT128,DT128,electrostatics_field,electric_field_point_charge_or_superposition,5555.56,V/m,3,duplicate_verified_golden_expanded_replaced_by_locked_trace,A point charge of 5.0 nC is observed from a distance of 9.0 cm. Calculate the electric field magnitude.,"First identify the requested quantity as electric field (E). The usable values are charge = 5.0 nC; distance = 9.0 cm. For this electric-field relation, the governing expression is E = k x |q|/r^2. Substituting the extracted values gives E = k x |q|/r^2; therefore the final value is 5555.56 V/m."
TEG_DDT336_01149,NP_AUG_00010_NP_semantic_DDT336,DDT336,circuit_resistance,resistance_from_voltage_current,25,ohm,7,duplicate_verified_golden_expanded_replaced_by_locked_trace,A device has a potential difference of 80 V across it and carries 3.2 A. Determine its resistance in ohm.,"The calculation follows directly from the locked formula R = U/I. After reading voltage = 80 V; current = 3.2 A from the question, the calculator performs R = U/I. This matches the requested resistance (R), so the final answer is 25 ohm."
TEG_CH162_01150,NP_AUG_00366_NP_semantic_CH162,CH162,circuit_resistance,current_from_voltage_resistance,1.5,A,6,reference_explanation_quality_rejected,"Across a resistor with resistance 80 ohm, the voltage is 120 V. Find the current through it.","Because the question is asking for current (I0), the solver does not use unrelated quantities. It keeps voltage = 120 V; resistance = 80 ohm and applies I = U/R. The verified computation is I = U/R, so the reported result is 1.5 A."
TEG_NL118_01151,NP_AUG_00571_NP_semantic_NL118,NL118,induction,inductor_energy_from_L_I,38.4,mJ,0,reference_explanation_quality_rejected,Find the energy in a coil with inductance 0.12 H and current 0.8 A.,"The question asks for energy (W), so the locked solver treats it as a magnetic induction relation. The extracted data are inductance = 0.12 H; current = 0.8 A. Using W = 0.5 x L x I^2, the calculator evaluates W = 0.5 x L x I^2. After applying the requested output unit, the result is 38.4 mJ."
TEG_DDT323_01152,NP_AUG_00265_NP_semantic_DDT323,DDT323,circuit_resistance,current_from_voltage_resistance,10,A,2,reference_explanation_quality_rejected,"Using Ohm's law, what current flows when 100.0 V is placed across 10.0 ohm?","The problem context is preserved from the original question: Using Ohm's law, what current flows when 100.0 V is placed across 10.0 ohm? The target is current (I). With resistance = 10.0 ohm; voltage = 100.0 V, the verified relation I = U/R is used. The calculator's substitution step is I = U/R, leading to 10 A."
TEG_TD181_01153,NP_semantic_TD181,TD181,capacitor,capacitor_charge_from_C_U,1.45396,nC,4,reference_explanation_quality_rejected,A parallel-plate capacitor with a capacitance of 22.30 pF is charged to a potential difference of 65.2 V. Calculate the charge stored on the capacitor. Give your answer rounded to two decimal places.,"The quantities in the question are matched to the capacitor relation: capacitance = 22.30 pF; voltage = 65.2 V. The requested result is charge (Q), so the calculation uses Q = C x U. The evaluated result is 1.45396 nC."
TEG_NPF_plate_C_eps_000_01154,NPF_plate_C_eps_000,NPF_plate_C_eps_000,capacitor,parallel_plate_capacitance_with_dielectric,177.084,pF,6,missing_reference_cot,"A parallel-plate capacitor has dielectric constant 2.5, plate area 40 cm2, and separation 0.5 mm. Calculate its capacitance.","Because the question is asking for capacitance (C), the solver does not use unrelated quantities. It keeps dielectric constant = 2.5; area = 40 cm2; distance = 0.5 mm and applies C = eps_r x eps0 x A/d. The verified computation is C = eps_r x eps0 x A/d, so the reported result is 177.084 pF."
TEG_THCB129_01155,NP_AUG_00796_NP_semantic_THCB129,THCB129,measurement_error,relative_error_from_absolute,0.454545,%,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,"If the reading is 220.0 V and its error is 1.0 V, what is the relative error?","The problem context is preserved from the original question: If the reading is 220.0 V and its error is 1.0 V, what is the relative error? The target is relative error (relative_error). With given 1 = 220.0 V, the verified relation relative error = Delta x/x x 100% is used. The calculator's substitution step is relative error = Delta x/x x 100%, leading to 0.454545 %."
TEG_THCB228_01156,NP_semantic_THCB228,THCB228,circuit_resistance,resistance_parallel,3,ohm,2,reference_explanation_quality_rejected,Two resistors R1 = 12 ohm and R2 = 4 ohm are connected in parallel. Calculate the equivalent resistance.,"The problem context is preserved from the original question: Two resistors R1 = 12 ohm and R2 = 4 ohm are connected in parallel. Calculate the equivalent resistance. The target is resistance (R). With resistance = 12 ohm; resistance = 4 ohm, the verified relation 1/R_eq = sum(1/R_i) is used. The calculator's substitution step is 1/R_eq = sum(1/R_i), leading to 3 ohm."
TEG_THCB111_01157,NP_AUG_00577_NP_semantic_THCB111,THCB111,measurement_error,relative_error_from_absolute,0.666667,%,4,reference_explanation_quality_rejected,"For a measurement of 30.0 cm with error 0.2 cm, calculate relative error in percent.","The quantities in the question are matched to the measurement-uncertainty relation: given 1 = 30.0 cm. The requested result is relative error (relative_error), so the calculation uses relative error = Delta x/x x 100%. The evaluated result is 0.666667 %."
TEG_TD036_01158,NP_semantic_TD036,TD036,capacitor,capacitor_charge_from_C_U,2.3405,nC,0,duplicate_verified_golden_expanded_replaced_by_locked_trace,A parallel-plate capacitor has a capacitance of 17.99 pF and is charged to a voltage of 130.1 V. Calculate the charge stored by the capacitor.,"The question asks for charge (Q), so the locked solver treats it as a capacitor relation. The extracted data are capacitance = 17.99 pF; voltage = 130.1 V. Using Q = C x U, the calculator evaluates Q = C x U. After applying the requested output unit, the result is 2.3405 nC."
TEG_TD084_01159,NP_semantic_TD084,TD084,capacitor,capacitor_charge_from_C_U,4.03906,nC,0,reference_explanation_quality_rejected,A parallel-plate capacitor with a capacitance of 40.31 pF is charged to a voltage of 100.2 V. Calculate the charge stored by the capacitor.,"The question asks for charge (Q), so the locked solver treats it as a capacitor relation. The extracted data are capacitance = 40.31 pF; voltage = 100.2 V. Using Q = C x U, the calculator evaluates Q = C x U. After applying the requested output unit, the result is 4.03906 nC."
TEG_THCB226_01160,NP_semantic_THCB226,THCB226,circuit_resistance,resistance_series,30,ohm,2,reference_explanation_quality_rejected,Two resistors R1 = 8 ohm and R2 = 22 ohm are connected in series. Calculate the equivalent resistance.,"The problem context is preserved from the original question: Two resistors R1 = 8 ohm and R2 = 22 ohm are connected in series. Calculate the equivalent resistance. The target is resistance (R). With resistance = 8 ohm; resistance = 22 ohm, the verified relation R_eq = sum(R_i) is used. The calculator's substitution step is R_eq = sum(R_i), leading to 30 ohm."
TEG_DT163_01164,NP_AUG_00646_NP_semantic_DT163,DT163,electrostatics_force,force_from_charge_field,0.00012,N,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,Calculate the force on charge 5.0 nC when E = 24000.0 V/m.,"The wording describes this situation: Calculate the force on charge 5.0 nC when E = 24000.0 V/m. The relevant quantities are charge = 5.0 nC; electric field = 24000.0 V/m, and the relation is F = |q|E. Evaluating that relation for the extracted values gives 0.00012 N."
TEG_NL118_01165,NP_AUG_00569_NP_semantic_NL118,NL118,induction,inductor_energy_from_L_I,38.4,mJ,1,reference_explanation_quality_rejected,What magnetic field energy is stored when L = 0.12 H and I = 0.8 A?,"The wording describes this situation: What magnetic field energy is stored when L = 0.12 H and I = 0.8 A? The relevant quantities are inductance = 0.12 H; current = 0.8 A, and the relation is W = 0.5 x L x I^2. Evaluating that relation for the extracted values gives 38.4 mJ."
TEG_NPF_XL_002_01167,NPF_XL_002,NPF_XL_002,ac_resonance,inductive_reactance_from_L_f,223.053,ohm,4,missing_reference_cot,An inductor of 0.5 H is used at frequency 71 Hz. Find the inductive reactance.,"The quantities in the question are matched to the AC resonance relation: inductance = 0.5 H; frequency = 71 Hz. The requested result is resistance (X_L), so the calculation uses X_L = 2 x pi x f x L. The evaluated result is 223.053 ohm."
TEG_DDT430_01168,NP_semantic_DDT430,DDT430,induction,solenoid_field_from_turn_density_current,0.00633345,T,0,duplicate_verified_golden_expanded_replaced_by_locked_trace,A long solenoid has a turn density n = 1800 turns/m and carries a current I = 2.8 A. Calculate the magnetic field inside the solenoid.,"The question asks for magnetic field (B), so the locked solver treats it as a magnetic induction relation. The extracted data are turn density = 1800 turns/m; current = 2.8 A. Using B = mu0 x n x I, the calculator evaluates B = mu0 x n x I. After applying the requested output unit, the result is 0.00633345 T."
TEG_NPF_plate_E_Ud_004_01169,NPF_plate_E_Ud_004,NPF_plate_E_Ud_004,electrostatics_field,parallel_plate_field_from_voltage_distance,2000,V/m,0,missing_reference_cot,Two parallel plates have a potential difference of 24 V and are separated by 1.2 cm. Find the electric field between them.,"The question asks for electric field (E), so the locked solver treats it as a electric-field relation. The extracted data are voltage = 24 V; distance = 1.2 cm. Using E = U/d, the calculator evaluates E = U/d. After applying the requested output unit, the result is 2000 V/m."
TEG_CH413_01172,NP_semantic_CH413,CH413,circuit_power,power_from_voltage_resistance,630,W,6,duplicate_verified_golden_expanded_replaced_by_locked_trace,"At resonance, a series RLC circuit has RMS voltage U = 210 V and resistance R = 70 ohm. Calculate the active power consumed by the circuit.","Because the question is asking for power (P), the solver does not use unrelated quantities. It keeps voltage = 210 V; resistance = 70 ohm and applies P = U^2/R. The verified computation is P = U^2/R, so the reported result is 630 W."
TEG_NPF_Z_RLC_005_01173,NPF_Z_RLC_005,NPF_Z_RLC_005,ac_resonance,series_ac_impedance_from_R_XL_XC,84.8528,ohm,6,missing_reference_cot,"A series RLC circuit has R = 60 ohm, XL = 75 ohm, and XC = 15 ohm. Calculate its impedance.","Because the question is asking for resistance (Z), the solver does not use unrelated quantities. It keeps resistance = 60 ohm; inductive reactance = 75 ohm; capacitive reactance = 15 ohm and applies Z = sqrt(R^2+(XL-XC)^2). The verified computation is Z = sqrt(R^2+(XL-XC)^2), so the reported result is 84.8528 ohm."
TEG_CH065_01175,NP_semantic_CH065,CH065,ac_resonance,rlc_resonance_capacitance_from_L_f,5.86349,uF,1,reference_explanation_quality_rejected,"Given L = 0.3 H, what capacitance C must be chosen for a capacitor to achieve resonance at a frequency of 120 Hz?","The wording describes this situation: Given L = 0.3 H, what capacitance C must be chosen for a capacitor to achieve resonance at a frequency of 120 Hz? The relevant quantities are inductance = 0.3 H; frequency = 120 Hz, and the relation is C = 1/((2 x pi x f)^2 x L). Evaluating that relation for the extracted values gives 5.86349 uF."
TEG_NPF_I_PU_002_01176,NPF_I_PU_002,NPF_I_PU_002,circuit_power,current_from_power_voltage,3,A,3,missing_reference_cot,An electrical device has power 150 W at voltage 50 V. Calculate the current.,"First identify the requested quantity as current (I). The usable values are power = 150 W; voltage = 50 V. For this electric power relation, the governing expression is I = P/U. Substituting the extracted values gives I = P/U; therefore the final value is 3 A."
TEG_TD378_01177,NP_semantic_TD378,TD378,capacitor,capacitor_voltage_from_energy_capacitance,15.8114,V,5,reference_explanation_quality_rejected,"A capacitor has C = 4 uF. If the desired stored energy is 0.5 mJ, what is the required voltage?","Reading the question literally, the known values are capacitance = 4 uF; energy = 0.5 mJ. Those values are sufficient for voltage (U) because the governing relation is U = sqrt(2W/C). Carrying out the calculator step U = sqrt(2W/C) gives 15.8114 V."
TEG_CH061_01178,NP_AUG_00654_NP_semantic_CH061,CH061,ac_resonance,rlc_resonance_capacitance_from_L_f,10.1321,uF,1,duplicate_generated_locked_trace_replaced_by_locked_trace,A series RLC circuit resonates at 50.0 Hz with inductance 1.0 H. Find the required capacitance.,"The wording describes this situation: A series RLC circuit resonates at 50.0 Hz with inductance 1.0 H. Find the required capacitance. The relevant quantities are inductance = 1.0 H; frequency = 50.0 Hz, and the relation is C = 1/((2 x pi x f)^2 x L). Evaluating that relation for the extracted values gives 10.1321 uF."
TEG_NPF_dR_UI_002_01179,NPF_dR_UI_002,NPF_dR_UI_002,measurement_error,resistance_uncertainty_from_voltage_current,0.75,ohm,1,missing_reference_cot,A resistance is measured using U = 36 V with uncertainty 0.6 V and I = 2 A with uncertainty 0.05 A. Find the absolute uncertainty of R.,"The wording describes this situation: A resistance is measured using U = 36 V with uncertainty 0.6 V and I = 2 A with uncertainty 0.05 A. Find the absolute uncertainty of R. The relevant quantities are voltage = 36 V; current = 2 A, and the relation is Delta R = R(Delta U/U + Delta I/I). Evaluating that relation for the extracted values gives 0.75 ohm."
TEG_NPF_XL_004_01180,NPF_XL_004,NPF_XL_004,ac_resonance,inductive_reactance_from_L_f,125.664,ohm,3,missing_reference_cot,An inductor of 0.8 H is used at frequency 25 Hz. Find the inductive reactance.,"First identify the requested quantity as resistance (X_L). The usable values are inductance = 0.8 H; frequency = 25 Hz. For this AC resonance relation, the governing expression is X_L = 2 x pi x f x L. Substituting the extracted values gives X_L = 2 x pi x f x L; therefore the final value is 125.664 ohm."
TEG__01183,NP_SEED_NP_0003,,capacitor,capacitance_series,2,uF,7,missing_reference_cot,A 6 microfarad capacitor and a 3 microfarad capacitor are connected in series. What is the equivalent capacitance in microfarads?,"The calculation follows directly from the locked formula 1/C_eq = sum(1/C_i). After reading capacitance = 6 microfarad capacitor; capacitance = 3 microfarad capacitor from the question, the calculator performs 1/C_eq = sum(1/C_i). This matches the requested capacitance (Ceq), so the final answer is 2 uF."
TEG_NL396_01184,NP_AUG_00469_NP_official_text_csv_NL396,NL396,induction,inductance_from_energy_current,0.16,H,3,duplicate_official_text_replaced_by_locked_trace,Find L if an inductor stores 1.28 J at current 4 A.,"First identify the requested quantity as inductance (inductance). The usable values are energy = 1.28 J; current = 4 A. For this magnetic induction relation, the governing expression is L = 2W/I^2. Substituting the extracted values gives L = 2W/I^2; therefore the final value is 0.16 H."
TEG_DT160_01185,NP_AUG_00680_NP_semantic_DT160,DT160,electrostatics_force,force_from_charge_field,0.0001365,N,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,What force does a field 19500.0 V/m exert on a charge 7.0 nC?,"Reading the question literally, the known values are charge = 7.0 nC; electric field = 19500.0 V/m. Those values are sufficient for force (F) because the governing relation is F = |q|E. Carrying out the calculator step F = |q|E gives 0.0001365 N."
TEG_CH065_01186,NP_AUG_00670_NP_semantic_CH065,CH065,ac_resonance,rlc_resonance_capacitance_from_L_f,5.86349,uF,5,reference_explanation_quality_rejected,"At resonance, an LC branch has L = 0.3 H and f = 120.0 Hz. Calculate C.","Reading the question literally, the known values are inductance = 0.3 H; frequency = 120.0 Hz. Those values are sufficient for capacitance (C) because the governing relation is C = 1/((2 x pi x f)^2 x L). Carrying out the calculator step C = 1/((2 x pi x f)^2 x L) gives 5.86349 uF."
TEG_THCB221_01188,NP_semantic_THCB221,THCB221,circuit_resistance,resistance_from_voltage_current,24,ohm,0,reference_explanation_quality_rejected,A resistor has voltage U = 48 V across it and current I = 2.0 A through it. Calculate its resistance.,"The question asks for resistance (R), so the locked solver treats it as a circuit resistance relation. The extracted data are voltage = 48 V; current = 2.0 A. Using R = U/I, the calculator evaluates R = U/I. After applying the requested output unit, the result is 24 ohm."
TEG_CH076_01189,NP_AUG_00762_NP_semantic_CH076,CH076,ac_resonance,rlc_resonance_inductance_from_C_f,12.6651,mH,2,reference_explanation_quality_rejected,"For resonance at 200.0 Hz with C = 50.0 uF, calculate L.","The problem context is preserved from the original question: For resonance at 200.0 Hz with C = 50.0 uF, calculate L. The target is inductance (L). With capacitance = 50.0 uF; frequency = 200.0 Hz, the verified relation L = 1/((2 x pi x f)^2 x C) is used. The calculator's substitution step is L = 1/((2 x pi x f)^2 x C), leading to 12.6651 mH."
TEG_THCB086_01190,NP_AUG_00745_NP_semantic_THCB086,THCB086,measurement_error,relative_error_from_absolute,0.8,%,4,reference_explanation_quality_rejected,Find the percentage error for measurement 20 cm if the absolute uncertainty is 0.16 cm.,"The quantities in the question are matched to the measurement-uncertainty relation: given 1 = 20 cm. The requested result is relative error (relative_error), so the calculation uses relative error = Delta x/x x 100%. The evaluated result is 0.8 %."
TEG_NL304_01191,NP_semantic_NL304,NL304,induction,inductor_energy_from_L_I,0.9,J,6,reference_explanation_quality_rejected,"An inductor has an inductance of 0.2 H, and a current of 3 A flows through it. What is the magnetic field energy (J)?","Because the question is asking for energy (W), the solver does not use unrelated quantities. It keeps inductance = 0.2 H; current = 3 A and applies W = 0.5 x L x I^2. The verified computation is W = 0.5 x L x I^2, so the reported result is 0.9 J."
TEG_DT136_01193,NP_AUG_00325_NP_semantic_DT136,DT136,electrostatics_field,electric_field_point_charge_or_superposition,50000,V/m,3,duplicate_verified_golden_expanded_replaced_by_locked_trace,What is E due to a point charge 5.0 nC at distance 3.0 cm?,"First identify the requested quantity as electric field (E). The usable values are charge = 5.0 nC; distance = 3.0 cm. For this electric-field relation, the governing expression is E = k x |q|/r^2. Substituting the extracted values gives E = k x |q|/r^2; therefore the final value is 50000 V/m."
TEG_LD413_01194,NP_AUG_00189_NP_semantic_LD413,LD413,electrostatics_force,coulomb_force_two_charges,21.6,N,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,What force acts between two charges 3.0 uC and 2.0 uC placed 5.0 cm apart?,"Reading the question literally, the known values are charge = 3.0 uC; charge = 2.0 uC; distance = 5.0 cm. Those values are sufficient for force (F) because the governing relation is F = k x |q1 x q2|/r^2. Carrying out the calculator step F = k x |q1 x q2|/r^2 gives 21.6 N."
TEG_CH347_01196,NP_AUG_00173_NP_official_text_csv_CH347,CH347,LC_oscillation,lc_frequency_from_L_C,100.658,Hz,0,duplicate_official_text_replaced_by_locked_trace,"For an LC oscillator with L = 0.25 H and C = 10 uF, calculate the frequency.","The question asks for frequency (frequency), so the locked solver treats it as a ideal LC oscillator relation. The extracted data are inductance = 0.25 H; capacitance = 10 uF. Using f = 1/(2 x pi x sqrt(LC)), the calculator evaluates f = 1/(2 x pi x sqrt(LC)). After applying the requested output unit, the result is 100.658 Hz."
TEG_NL008_01197,NP_semantic_NL008,NL008,induction,inductance_from_energy_current,0.01,H,0,reference_explanation_quality_rejected,"An inductor has a magnetic field energy of 0.45 mJ, and the current through it is 0.3 A. Calculate the inductance (H).","The question asks for inductance (L), so the locked solver treats it as a magnetic induction relation. The extracted data are energy = 0.45 mJ; current = 0.3 A. Using L = 2W/I^2, the calculator evaluates L = 2W/I^2. After applying the requested output unit, the result is 0.01 H."
TEG_DT120_01199,NP_AUG_00597_NP_semantic_DT120,DT120,electrostatics_field,electric_field_point_charge_or_superposition,7031.25,V/m,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,A point charge of 5.0 nC is observed from a distance of 8.0 cm. Calculate the electric field magnitude.,"Reading the question literally, the known values are charge = 5.0 nC; distance = 8.0 cm. Those values are sufficient for electric field (E) because the governing relation is E = k x |q|/r^2. Carrying out the calculator step E = k x |q|/r^2 gives 7031.25 V/m."
